datatime,"Hyperparameter setting(default-max_features=auto, bootstrap = True)",Number of features used,sigma_NMAD_E_Z_15_16,sigma_NMAD_E_Z_16_17,sigma_NMAD_E_Z_17_18,sigma_NMAD_E_Z_18_19,sigma_NMAD_E_Z_19_20,sigma_NMAD_E_Z_20_21,sigma_NMAD_E_Z_21_22,sigma_NMAD_E_OH_15_16,sigma_NMAD_E_OH_16_17,sigma_NMAD_E_OH_17_18,sigma_NMAD_E_OH_18_19,sigma_NMAD_E_OH_19_20,sigma_NMAD_E_OH_20_21,sigma_NMAD_E_OH_21_22,sigma_NMAD_E_M_f_15_16,sigma_NMAD_E_M_f_16_17,sigma_NMAD_E_M_f_17_18,sigma_NMAD_E_M_f_18_19,sigma_NMAD_E_M_f_19_20,sigma_NMAD_E_M_f_20_21,sigma_NMAD_E_M_f_21_22,sigma_NMAD_E_SFR_f_15_16,sigma_NMAD_E_SFR_f_16_17,sigma_NMAD_E_SFR_f_17_18,sigma_NMAD_E_SFR_f_18_19,sigma_NMAD_E_SFR_f_19_20,sigma_NMAD_E_SFR_f_20_21,sigma_NMAD_E_SFR_f_21_22,note
2023-10-17 23:17:15.856950,"ExtraTreesRegressor(max_depth=60, max_features=None, min_samples_leaf=2,
                    min_samples_split=3, n_estimators=750)","['fiberMag_u', 'fiberMag_g', 'fiberMag_r', 'fiberMag_i', 'fiberMag_z', 'fiberMag_u-g', 'fiberMag_g-r', 'fiberMag_i-z', 'fiberMag_r-i', 'yAperMag3', 'j_1AperMag3', 'hAperMag3', 'kAperMag3', 'y-j(Aper3)', 'j-h(Aper3)', 'h-k(Aper3)', 'm400', 'm425', 'm450', 'm475', 'm500', 'm525', 'm550', 'm575', 'm600', 'm625', 'm650', 'm675', 'm700', 'm725', 'm750', 'm775', 'm800', 'm825', 'm850', 'm875', 'm400-m425', 'm425-m450', 'm450-m475', 'm475-m500', 'm500-m525', 'm525-m550', 'm550-m575', 'm575-m600', 'm600-m625', 'm625-m650', 'm650-m675', 'm675-m700', 'm700-m725', 'm725-m750', 'm750-m775', 'm775-m800', 'm800-m825', 'm825-m850', 'm850-m875']",0.005268131875278161,0.004173051414020681,0.002620580078101078,0.003008890039279426,0.004553596928291676,0.011748236478682285,0.05166646077280846,0.19340246196666275,0.0791754251555551,0.0766133917289028,0.07456678655555386,0.09439404792443824,0.10862123974220396,0.2066454084964383,0.3022311522399986,0.12662029838666924,0.07046748913333573,0.0604446078088808,0.07894974307996619,0.13382478150665902,0.28156537797643766,0.663082278958227,0.27330534947620455,0.21635123037400852,0.1818314154271125,0.1774013683906036,0.24977303531463096,0.9293406224793025,7DS+IR+ugriz+color
