col1,name,SPECOBJID,PLATEID,MJD,FIBERID,BPTCLASS,RA_1,DEC_1,Z,Z_ERR,OH_P2P5,OH_P16,OH_P50,OH_P84,OH_P97P5,OH_ENTROPY,objID,ra_1a,dec_1a,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,uJAVA,gSDSS,rSDSS,iSDSS,zSDSS,J0378,J0395,J0410,J0430,J0515,J0660,J0861,Separation,u-g,g-r,r-i,i-z,uJAVA-J0378,gSDSS-J0378,rSDSS-J0378,iSDSS-J0378,zSDSS-J0378,J0378-J0395,J0395-J0410,J0410-J0430,J0430-J0515,J0515-J0660,J0660-J0861,uJAVA-J0395,gSDSS-J0395,rSDSS-J0395,iSDSS-J0395,zSDSS-J0395,uJAVA-J0410,gSDSS-J0410,rSDSS-J0410,iSDSS-J0410,zSDSS-J0410,uJAVA-J0430,gSDSS-J0430,rSDSS-J0430,iSDSS-J0430,zSDSS-J0430,uJAVA-J0515,gSDSS-J0515,rSDSS-J0515,iSDSS-J0515,zSDSS-J0515,uJAVA-J0660,gSDSS-J0660,rSDSS-J0660,iSDSS-J0660,zSDSS-J0660,uJAVA-J0861,gSDSS-J0861,rSDSS-J0861,iSDSS-J0861,zSDSS-J0861
40196,60388,1.31E+18,1167,52738,55,1,235.38123,47.58225,0.075544804,9.15E-06,8.868063,8.926101,8.948126,8.9721155,9.0102005,171.0875,1.24E+18,235.3812273,47.58223559,3225,301,3,160,GALAXY,19.3386,18.17695,17.6653,17.35801,17.2163,19.663,18.385,17.879,17.503,17.351,20.735,19.554,18.989,18.545,18.082,17.758,17.453,0.026018999,1.16165,0.51165,0.30729,0.14171,-1.072,-2.35,-2.856,-3.232,-3.384,1.181,0.565,0.444,0.463,0.324,0.305,0.109,-1.169,-1.675,-2.051,-2.203,0.674,-0.604,-1.11,-1.486,-1.638,1.118,-0.16,-0.666,-1.042,-1.194,1.581,0.303,-0.376,-0.152,-0.731,1.905,0.627,0.121,-0.255,-0.407,2.21,0.932,0.426,0.05,-0.102
13835,33866,1.68E+18,1495,52944,449,1,10.799538,1.210389,0.17347851,8.98E-06,8.930615,8.97559,8.997899,9.050662,9.075796,157.26358,1.24E+18,10.79952715,1.210391579,4858,301,6,426,GALAXY,19.94485,18.99925,18.33877,17.9783,17.77236,19.144,19.044,18.504,18.209,18.446,21.429,21.278,19.685,19.804,18.676,18.346,17.641,0.122799736,0.9456,0.66048,0.36047,0.20594,-2.285,-2.385,-2.925,-3.22,-2.983,0.151,1.593,-0.119,1.128,0.33,0.705,-2.134,-2.234,-2.774,-3.069,-2.832,-0.541,-0.641,-1.181,-1.476,-1.239,-0.66,-0.76,-1.3,-1.595,-1.358,0.468,0.368,-0.295,0.237,-0.23,0.798,0.698,0.158,-0.137,0.1,1.503,1.403,0.863,0.568,0.805
10606,30635,1.75E+18,1557,53301,336,1,32.741444,0.998087,0.150368,7.23E-06,8.787804,8.841313,8.877859,8.94243,8.97353,123.30813,1.24E+18,32.74143137,0.998083449,7717,301,1,548,GALAXY,20.57949,19.54929,18.95424,18.59029,18.43757,20.921,19.619,18.92,18.681,18.566,21.87,18.65,20.552,22.76,19.39,18.945,18.389,0.161801403,1.0302,0.59505,0.36395,0.15272,-0.949,-2.251,-2.95,-3.189,-3.304,3.22,-1.902,-2.208,3.37,0.445,0.556,2.271,0.969,0.27,0.031,-0.084,0.369,-0.933,-1.632,-1.871,-1.986,-1.839,-3.141,-3.84,-4.079,-4.194,1.531,0.229,-0.239,-0.115,-0.824,1.976,0.674,-0.025,-0.264,-0.379,2.532,1.23,0.531,0.292,0.177
36272,56444,1.37E+18,1217,52672,600,1,151.16853,41.87282,0.08297869,1.11E-05,8.809954,8.866623,8.94546,9.006279,9.076345,98.284485,1.24E+18,151.1685516,41.87285065,3462,301,3,270,GALAXY,19.77192,18.05567,17.33523,16.90844,16.61217,19.05,17.904,17.297,16.883,16.645,20.058,18.798,18.509,18.325,17.549,17.15,16.697,0.10980506,1.71625,0.72044,0.42679,0.29627,-1.008,-2.154,-2.761,-3.175,-3.413,1.26,0.289,0.184,0.776,0.399,0.453,0.252,-0.894,-1.501,-1.915,-2.153,0.541,-0.605,-1.212,-1.626,-1.864,0.725,-0.421,-1.028,-1.442,-1.68,1.501,0.355,-0.414,-0.238,-0.904,1.9,0.754,0.147,-0.267,-0.505,2.353,1.207,0.6,0.186,-0.052
28096,48190,1.49E+18,1324,53088,460,1,211.09314,55.607193,0.1394522,1.11E-05,8.988774,9.042171,9.09025,9.138579,9.199714,133.82094,1.24E+18,211.0931332,55.60721116,3712,301,6,185,GALAXY,20.72368,18.73453,17.75694,17.19714,16.81397,21.398,18.69,17.746,17.191,16.963,20.343,19.687,19.261,19.338,18.359,17.449,16.992,0.205074102,1.98915,0.97759,0.5598,0.38317,1.055,-1.653,-2.597,-3.152,-3.38,0.656,0.426,-0.077,0.979,0.91,0.457,1.711,-0.997,-1.941,-2.496,-2.724,2.137,-0.571,-1.515,-2.07,-2.298,2.06,-0.648,-1.592,-2.147,-2.375,3.039,0.331,-0.555,-0.228,-1.396,3.949,1.241,0.297,-0.258,-0.486,4.406,1.698,0.754,0.199,-0.029
77,92,2.12E+18,1879,54478,10,1,151.72903,68.113014,0.12454668,8.57E-06,9.002612,9.027703,9.0688095,9.088389,9.126687,168.0087,1.24E+18,151.7290185,68.11299673,4264,301,1,261,GALAXY,19.5006,18.2526,17.4496,16.99285,16.67728,20.046,18.379,17.742,17.311,17.197,20.42,19.135,19.321,18.877,18.137,17.531,17.118,0.140282969,1.248,0.803,0.45675,0.31557,-0.374,-2.041,-2.678,-3.109,-3.223,1.285,-0.186,0.444,0.74,0.606,0.413,0.911,-0.756,-1.393,-1.824,-1.938,0.725,-0.942,-1.579,-2.01,-2.124,1.169,-0.498,-1.135,-1.566,-1.68,1.909,0.242,-0.431,-0.114,-0.94,2.515,0.848,0.211,-0.22,-0.334,2.928,1.261,0.624,0.193,0.079
7527,27545,1.79E+18,1590,52974,379,1,134.07828,30.67963,0.051684827,6.15E-06,8.613641,8.670433,8.707074,8.732942,8.795089,145.93504,1.24E+18,134.0782524,30.67962685,3635,301,5,163,GALAXY,19.85805,18.42283,17.83943,17.46465,17.21181,19.341,18.469,17.795,17.468,17.113,20.568,19.281,19.312,18.578,18.124,17.818,17.403,0.174594184,1.43522,0.5834,0.37478,0.25284,-1.227,-2.099,-2.773,-3.1,-3.455,1.287,-0.031,0.734,0.454,0.306,0.415,0.06,-0.812,-1.486,-1.813,-2.168,0.029,-0.843,-1.517,-1.844,-2.199,0.763,-0.109,-0.783,-1.11,-1.465,1.217,0.345,-0.327,-0.355,-1.011,1.523,0.651,-0.023,-0.35,-0.705,1.938,1.066,0.392,0.065,-0.29
80748,100998,8.31E+17,738,52521,446,1,338.05585,14.667478,0.22100751,2.46E-05,8.845659,8.931493,8.999421,9.089193,9.194266,84.45193,1.24E+18,338.0558381,14.66749446,4822,301,2,339,GALAXY,19.94199,18.62155,17.66313,17.21398,16.85697,19.584,18.486,17.61,17.169,17.024,20.266,18.833,19.241,19.009,18.384,17.401,17.035,0.10102697,1.32044,0.95842,0.44915,0.35701,-0.682,-1.78,-2.656,-3.097,-3.242,1.433,-0.408,0.232,0.625,0.983,0.366,0.751,-0.347,-1.223,-1.664,-1.809,0.343,-0.755,-1.631,-2.072,-2.217,0.575,-0.523,-1.399,-1.84,-1.985,1.2,0.102,-0.441,-0.145,-1.36,2.183,1.085,0.209,-0.232,-0.377,2.549,1.451,0.575,0.134,-0.011
40715,60909,1.31E+18,1161,52703,549,1,218.34955,56.133156,0.08203915,1.56E-05,8.834817,8.902963,8.937694,8.982159,9.014902,132.87949,1.24E+18,218.3495683,56.13315636,3225,301,5,70,GALAXY,20.08473,18.37705,17.55364,17.09673,16.73034,19.264,18.382,17.561,17.101,16.864,20.169,19.353,18.976,18.699,18.043,17.397,16.972,0.127881604,1.70768,0.82341,0.45691,0.36639,-0.905,-1.787,-2.608,-3.068,-3.305,0.816,0.377,0.277,0.656,0.646,0.425,-0.089,-0.971,-1.792,-2.252,-2.489,0.288,-0.594,-1.415,-1.875,-2.112,0.565,-0.317,-1.138,-1.598,-1.835,1.221,0.339,-0.46,-0.237,-1.179,1.867,0.985,0.164,-0.296,-0.533,2.292,1.41,0.589,0.129,-0.108
42998,63194,1.23E+18,1088,52929,398,1,4.541998,0.51129353,0.32856518,8.57E-06,8.588291,8.682017,8.741294,8.815579,8.857708,91.95627,1.24E+18,4.541971274,0.511266322,4145,301,5,140,GALAXY,20.8509,20.25141,19.54082,19.36938,19.10936,20.218,20.197,19.824,19.409,19.379,22.47,20.502,20.788,19.987,20.142,19.31,19.168,0.125311511,0.59949,0.71059,0.17144,0.26002,-2.252,-2.273,-2.646,-3.061,-3.091,1.968,-0.286,0.801,-0.155,0.832,0.142,-0.284,-0.305,-0.678,-1.093,-1.123,-0.57,-0.591,-0.964,-1.379,-1.409,0.231,0.21,-0.163,-0.578,-0.608,0.076,0.055,-0.415,-0.03,-0.763,0.908,0.887,0.514,0.099,0.069,1.05,1.029,0.656,0.241,0.211
72480,92717,9.15E+17,813,52354,423,1,239.90536,47.36494,0.14069316,8.94E-06,8.903412,8.948562,9.003599,9.058119,9.145723,138.4617,1.24E+18,239.9053512,47.36495667,2326,301,3,290,GALAXY,19.65317,18.26915,17.43938,17.06108,16.73798,19.501,18.162,17.346,16.938,16.762,19.993,18.684,18.966,19.201,17.902,17.317,16.825,0.180090088,1.38402,0.82977,0.3783,0.3231,-0.492,-1.831,-2.647,-3.055,-3.231,1.309,-0.282,-0.235,1.299,0.585,0.492,0.817,-0.522,-1.338,-1.746,-1.922,0.535,-0.804,-1.62,-2.028,-2.204,0.3,-1.039,-1.855,-2.263,-2.439,1.599,0.26,-0.408,-0.176,-1.14,2.184,0.845,0.029,-0.379,-0.555,2.676,1.337,0.521,0.113,-0.063
14176,34207,1.68E+18,1491,52996,599,1,4.427197,0.095909,0.11185797,1.23E-05,8.869784,8.944005,8.989678,9.04643,9.098602,113.01867,1.24E+18,4.427146198,0.095913926,4263,301,4,145,GALAXY,20.27991,18.734,18.01661,17.62872,17.33185,20.303,19.019,18.01,17.661,17.48,20.714,20.345,19.259,19.046,18.378,17.994,17.551,0.068082193,1.54591,0.71739,0.38789,0.29687,-0.411,-1.695,-2.704,-3.053,-3.234,0.369,1.086,0.213,0.668,0.384,0.443,-0.042,-1.326,-2.335,-2.684,-2.865,1.044,-0.24,-1.249,-1.598,-1.779,1.257,-0.027,-1.036,-1.385,-1.566,1.925,0.641,-0.349,-0.181,-0.898,2.309,1.025,0.016,-0.333,-0.514,2.752,1.468,0.459,0.11,-0.071
14173,34204,1.68E+18,1491,52996,620,1,4.47872,0.891069,0.14495575,8.95E-06,8.870101,8.920732,8.931545,8.949051,8.9876795,194.99706,1.24E+18,4.478735912,0.89107846,4145,301,6,140,GALAXY,19.69354,18.5288,17.86646,17.36806,17.16613,20.191,18.846,18.156,17.775,17.646,20.811,19.819,20.267,19.197,18.464,18.002,17.697,0.146042426,1.16474,0.66234,0.4984,0.20193,-0.62,-1.965,-2.655,-3.036,-3.165,0.992,-0.448,1.07,0.733,0.462,0.305,0.372,-0.973,-1.663,-2.044,-2.173,-0.076,-1.421,-2.111,-2.492,-2.621,0.994,-0.351,-1.041,-1.422,-1.551,1.727,0.382,-0.381,-0.129,-0.818,2.189,0.844,0.154,-0.227,-0.356,2.494,1.149,0.459,0.078,-0.051
81002,101252,8.28E+17,735,52519,405,1,331.6541,13.870309,0.10726288,9.75E-06,8.99646,9.005086,9.018364,9.0831785,9.097751,198.8635,1.24E+18,331.6541095,13.8703018,7713,301,1,47,GALAXY,18.89485,17.27707,16.53839,16.09577,15.80367,18.717,17.463,16.915,16.515,16.29,19.521,18.188,18.288,17.766,17.406,16.728,16.392,0.181454807,1.61778,0.73868,0.44262,0.2921,-0.804,-2.058,-2.606,-3.006,-3.231,1.333,-0.1,0.522,0.36,0.678,0.336,0.529,-0.725,-1.273,-1.673,-1.898,0.429,-0.825,-1.373,-1.773,-1.998,0.951,-0.303,-0.851,-1.251,-1.476,1.311,0.057,-0.4,-0.225,-1.116,1.989,0.735,0.187,-0.213,-0.438,2.325,1.071,0.523,0.123,-0.102
27427,47510,1.50E+18,1331,52766,590,1,232.37073,48.057713,0.073340066,1.43E-05,9.005331,9.043199,9.055121,9.096738,9.136215,197.3157,1.24E+18,232.3707236,48.05769381,3187,301,6,38,GALAXY,19.25976,17.56082,16.69417,16.21655,15.89551,19.338,17.615,16.838,16.374,16.094,19.351,18.906,18.441,18.407,17.298,16.717,16.187,0.091461533,1.69894,0.86665,0.47762,0.32104,-0.013,-1.736,-2.513,-2.977,-3.257,0.445,0.465,0.034,1.109,0.581,0.53,0.432,-1.291,-2.068,-2.532,-2.812,0.897,-0.826,-1.603,-2.067,-2.347,0.931,-0.792,-1.569,-2.033,-2.313,2.04,0.317,-0.464,-0.28,-1.204,2.621,0.898,0.121,-0.343,-0.623,3.151,1.428,0.651,0.187,-0.093
7511,27529,1.79E+18,1590,52974,480,1,134.75232,30.690557,0.08351893,1.01E-05,9.021008,9.047728,9.121366,9.168216,9.253821,161.6497,1.24E+18,134.7523193,30.6905574,3644,301,4,171,GALAXY,19.83942,18.21165,17.36686,16.90242,16.58139,19.737,18.2,17.265,16.835,16.636,19.8,19.562,19.313,18.671,17.934,17.235,16.656,0.162011274,1.62777,0.84479,0.46444,0.32103,-0.063,-1.6,-2.535,-2.965,-3.164,0.238,0.249,0.642,0.737,0.699,0.579,0.175,-1.362,-2.297,-2.727,-2.926,0.424,-1.113,-2.048,-2.478,-2.677,1.066,-0.471,-1.406,-1.836,-2.035,1.803,0.266,-0.43,-0.199,-1.298,2.502,0.965,0.03,-0.4,-0.599,3.081,1.544,0.609,0.179,-0.02
43418,63614,1.22E+18,1085,52531,401,1,10.631975,1.164399,0.07976239,7.66E-06,8.6634035,8.69728,8.744178,8.773032,8.841136,141.28004,1.24E+18,10.63195873,1.164402852,4858,301,6,425,GALAXY,19.45696,18.26128,17.84265,17.51761,17.34798,19.171,18.408,17.905,17.515,17.656,20.477,20.071,18.679,18.894,18.311,17.702,17.877,0.054939937,1.19568,0.41863,0.32504,0.16963,-1.306,-2.069,-2.572,-2.962,-2.821,0.406,1.392,-0.215,0.583,0.609,-0.175,-0.9,-1.663,-2.166,-2.556,-2.415,0.492,-0.271,-0.774,-1.164,-1.023,0.277,-0.486,-0.989,-1.379,-1.238,0.86,0.097,-0.39,0.141,-0.655,1.469,0.706,0.203,-0.187,-0.046,1.294,0.531,0.028,-0.362,-0.221
701,20702,1.88E+18,1670,53438,195,1,208.18887,49.74296,0.07170328,7.99E-06,8.76175,8.807868,8.847327,8.879427,8.91992,141.95023,1.24E+18,208.1888451,49.74295435,3838,301,3,73,GALAXY,20.15346,18.33175,17.58143,17.14259,16.86376,18.819,18.204,17.544,17.153,16.925,20.113,19.116,18.987,18.643,18.151,17.522,17.025,0.137844786,1.82171,0.75032,0.43884,0.27883,-1.294,-1.909,-2.569,-2.96,-3.188,0.997,0.129,0.344,0.492,0.629,0.497,-0.297,-0.912,-1.572,-1.963,-2.191,-0.168,-0.783,-1.443,-1.834,-2.062,0.176,-0.439,-1.099,-1.49,-1.718,0.668,0.053,-0.391,-0.228,-1.226,1.297,0.682,0.022,-0.369,-0.597,1.794,1.179,0.519,0.128,-0.1
36240,56412,1.37E+18,1218,52709,220,1,152.63515,41.658646,0.084128186,7.54E-06,8.968721,8.986387,9.014607,9.056175,9.075894,181.13998,1.24E+18,152.6351524,41.65866443,3530,301,1,229,GALAXY,19.72761,18.34919,17.6935,17.26092,16.97044,20.111,18.317,17.741,17.409,17.208,20.363,19.22,18.91,18.761,18.197,17.601,17.307,0.110735473,1.37842,0.65569,0.43258,0.29048,-0.252,-2.046,-2.622,-2.954,-3.155,1.143,0.31,0.149,0.564,0.596,0.294,0.891,-0.903,-1.479,-1.811,-2.012,1.201,-0.593,-1.169,-1.501,-1.702,1.35,-0.444,-1.02,-1.352,-1.553,1.914,0.12,-0.332,-0.201,-0.989,2.51,0.716,0.14,-0.192,-0.393,2.804,1.01,0.434,0.102,-0.099
99458,119722,6.14E+17,545,52202,152,1,121.68015,40.391426,0.12502192,2.13E-05,8.912605,8.9936,9.090615,9.195803,9.313218,70.62268,1.24E+18,121.6801659,40.39143219,1889,301,3,113,GALAXY,20.15981,18.43601,17.40168,16.88524,16.49568,20.521,18.582,17.644,17.153,16.846,20.101,19.437,19.493,19.413,18.21,17.408,16.934,0.077378704,1.7238,1.03433,0.51644,0.38956,0.42,-1.519,-2.457,-2.948,-3.255,0.664,-0.056,0.08,1.203,0.802,0.474,1.084,-0.855,-1.793,-2.284,-2.591,1.028,-0.911,-1.849,-2.34,-2.647,1.108,-0.831,-1.769,-2.26,-2.567,2.311,0.372,-0.491,-0.307,-1.364,3.113,1.174,0.236,-0.255,-0.562,3.587,1.648,0.71,0.219,-0.088
28002,48086,1.49E+18,1325,52762,412,1,212.4865,54.946915,0.07731282,8.74E-06,8.761956,8.77252,8.786654,8.795912,8.799587,237.10306,1.24E+18,212.4865328,54.94690734,3712,301,5,192,GALAXY,18.31993,17.65059,17.94365,17.26794,17.81454,18.44,20.589,19.777,19.289,19.21,22.208,21.998,21.444,21.125,20.526,19.587,19.298,9.051083469,0.66934,-0.29306,0.67571,-0.5466,-3.768,-1.619,-2.431,-2.919,-2.998,0.21,0.554,0.319,0.599,0.939,0.289,-3.558,-1.409,-2.221,-2.709,-2.788,-3.004,-0.855,-1.667,-2.155,-2.234,-2.685,-0.536,-1.348,-1.836,-1.915,-2.086,0.063,-0.488,-0.079,-1.316,-1.147,1.002,0.19,-0.298,-0.377,-0.858,1.291,0.479,-0.009,-0.088
18948,19010,1.90E+18,1689,53177,366,1,256.93704,23.719545,0.06951101,1.25E-05,8.862108,8.916618,8.972502,9.011118,9.059156,130.26349,1.24E+18,256.937081,23.71953142,3918,301,6,410,GALAXY,20.42972,18.74903,17.87305,17.39249,17.03652,20.2,18.807,17.869,17.45,17.333,20.363,19.636,19.342,18.951,18.391,17.806,17.246,0.117294629,1.68069,0.87598,0.48056,0.35597,-0.163,-1.556,-2.494,-2.913,-3.03,0.727,0.294,0.391,0.56,0.585,0.56,0.564,-0.829,-1.767,-2.186,-2.303,0.858,-0.535,-1.473,-1.892,-2.009,1.249,-0.144,-1.082,-1.501,-1.618,1.809,0.416,-0.419,-0.117,-1.058,2.394,1.001,0.063,-0.356,-0.473,2.954,1.561,0.623,0.204,0.087
43395,63591,1.22E+18,1085,52531,529,1,11.089483,1.207399,0.10018453,5.81E-06,8.72682,8.754361,8.816817,8.846161,8.859053,154.33624,1.24E+18,11.08948468,1.207381527,4858,301,6,428,GALAXY,19.91446,18.92624,18.55038,18.27912,18.21219,19.645,18.919,18.658,18.185,18.159,21.092,18.65,20.775,19.623,18.799,18.429,18.222,0.166806045,0.98822,0.37586,0.27126,0.06693,-1.447,-2.173,-2.434,-2.907,-2.933,2.442,-2.125,1.152,0.824,0.37,0.207,0.995,0.269,0.008,-0.465,-0.491,-1.13,-1.856,-2.117,-2.59,-2.616,0.022,-0.704,-0.965,-1.438,-1.464,0.846,0.12,-0.473,-0.026,-0.64,1.216,0.49,0.229,-0.244,-0.27,1.423,0.697,0.436,-0.037,-0.063
72456,92692,9.16E+17,813,52354,587,1,241.95981,47.63484,0.09437323,8.12E-06,8.90378,8.923813,8.961762,8.982692,8.998216,171.26103,1.24E+18,241.9599487,47.63490031,2326,301,6,295,GALAXY,19.81704,18.26655,17.55545,17.04317,16.78432,18.98,17.924,17.289,16.944,16.578,19.849,19.128,18.563,18.133,17.671,17.156,16.802,0.867137542,1.55049,0.7111,0.51228,0.25885,-0.869,-1.925,-2.56,-2.905,-3.271,0.721,0.565,0.43,0.462,0.515,0.354,-0.148,-1.204,-1.839,-2.184,-2.55,0.417,-0.639,-1.274,-1.619,-1.985,0.847,-0.209,-0.844,-1.189,-1.555,1.309,0.253,-0.345,-0.366,-1.093,1.824,0.768,0.133,-0.212,-0.578,2.178,1.122,0.487,0.142,-0.224
16228,36266,1.64E+18,1454,53090,108,1,189.8817,42.12251,0.22225879,1.71E-05,9.034345,9.08491,9.136423,9.223203,9.30872,112.28319,1.24E+18,189.881695,42.12250557,3840,301,3,199,GALAXY,19.61852,18.49102,17.59821,17.12159,16.8349,19.859,18.35,17.605,17.227,16.985,20.106,19.291,19.039,19.039,18.182,17.6,17.066,0.209312554,1.1275,0.89281,0.47662,0.28669,-0.247,-1.756,-2.501,-2.879,-3.121,0.815,0.252,0,0.857,0.582,0.534,0.568,-0.941,-1.686,-2.064,-2.306,0.82,-0.689,-1.434,-1.812,-2.054,0.82,-0.689,-1.434,-1.812,-2.054,1.677,0.168,-0.378,-0.242,-1.197,2.259,0.75,0.005,-0.373,-0.615,2.793,1.284,0.539,0.161,-0.081
95,111,2.11E+18,1878,54474,524,1,144.6242,68.60719,0.08599672,6.54E-06,8.980081,8.983182,8.990994,8.998807,9.053592,244.3792,1.24E+18,144.6242138,68.60718309,4294,301,6,224,GALAXY,19.95957,18.57437,17.77244,17.22516,16.97754,21.028,18.549,17.804,17.306,17.12,20.183,19.336,19.326,18.989,18.431,17.662,17.118,0.090414649,1.3852,0.80193,0.54728,0.24762,0.845,-1.634,-2.379,-2.877,-3.063,0.847,0.01,0.337,0.558,0.769,0.544,1.692,-0.787,-1.532,-2.03,-2.216,1.702,-0.777,-1.522,-2.02,-2.206,2.039,-0.44,-1.185,-1.683,-1.869,2.597,0.118,-0.498,-0.186,-1.311,3.366,0.887,0.142,-0.356,-0.542,3.91,1.431,0.686,0.188,0.002
33138,53306,1.43E+18,1270,52991,225,1,131.6432,30.606462,0.1289191,1.71E-05,8.945847,9.007561,9.096974,9.195969,9.310819,78.69504,1.24E+18,131.6431975,30.60646314,3606,301,3,53,GALAXY,19.87758,18.3624,17.4995,17.07185,16.80886,20.401,18.255,17.532,17.107,16.911,19.979,19.442,19.279,19.046,17.995,17.382,16.89,0.06260193,1.51518,0.8629,0.42765,0.26299,0.422,-1.724,-2.447,-2.872,-3.068,0.537,0.163,0.233,1.051,0.613,0.492,0.959,-1.187,-1.91,-2.335,-2.531,1.122,-1.024,-1.747,-2.172,-2.368,1.355,-0.791,-1.514,-1.939,-2.135,2.406,0.26,-0.425,-0.196,-1.084,3.019,0.873,0.15,-0.275,-0.471,3.511,1.365,0.642,0.217,0.021
28070,48164,1.49E+18,1324,53088,588,1,212.93375,55.15987,0.100183114,1.29E-05,8.801814,8.897201,8.975763,9.043537,9.11704,86.563995,1.24E+18,212.9337614,55.15985987,3712,301,6,193,GALAXY,19.30273,17.94292,17.2354,16.8497,16.60759,18.947,18.035,17.433,17.081,16.955,19.949,18.966,18.487,18.283,17.829,17.195,17.125,0.096492631,1.35981,0.70752,0.3857,0.24211,-1.002,-1.914,-2.516,-2.868,-2.994,0.983,0.479,0.204,0.454,0.634,0.07,-0.019,-0.931,-1.533,-1.885,-2.011,0.46,-0.452,-1.054,-1.406,-1.532,0.664,-0.248,-0.85,-1.202,-1.328,1.118,0.206,-0.352,-0.126,-0.874,1.752,0.84,0.238,-0.114,-0.24,1.822,0.91,0.308,-0.044,-0.17
47007,67207,1.18E+18,1050,52721,470,1,228.10887,46.48441,0.20534971,1.23E-05,9.122338,9.151315,9.1927,9.255394,9.313438,165.13597,1.24E+18,228.1088519,46.48441044,3180,301,4,138,GALAXY,20.09346,18.6477,17.66429,17.17631,16.8525,20.638,18.642,17.701,17.284,17,20.137,19.755,19.833,19.404,18.326,17.521,17.12,0.059713065,1.44576,0.98341,0.48798,0.32381,0.501,-1.495,-2.436,-2.853,-3.137,0.382,-0.078,0.429,1.078,0.805,0.401,0.883,-1.113,-2.054,-2.471,-2.755,0.805,-1.191,-2.132,-2.549,-2.833,1.234,-0.762,-1.703,-2.12,-2.404,2.312,0.316,-0.417,-0.284,-1.326,3.117,1.121,0.18,-0.237,-0.521,3.518,1.522,0.581,0.164,-0.12
33198,53366,1.43E+18,1269,52937,491,1,130.70644,30.200926,0.11559101,1.87E-05,9.062661,9.10352,9.140136,9.194722,9.276863,122.57971,1.24E+18,130.7064286,30.20092192,3606,301,3,47,GALAXY,19.42432,17.92931,17.05923,16.56121,16.25839,19.691,17.912,17.068,16.598,16.323,19.444,18.918,18.741,18.472,17.548,16.921,16.451,0.124890831,1.49501,0.87008,0.49802,0.30282,0.247,-1.532,-2.376,-2.846,-3.121,0.526,0.177,0.269,0.924,0.627,0.47,0.773,-1.006,-1.85,-2.32,-2.595,0.95,-0.829,-1.673,-2.143,-2.418,1.219,-0.56,-1.404,-1.874,-2.149,2.143,0.364,-0.47,-0.275,-1.225,2.77,0.991,0.147,-0.323,-0.598,3.24,1.461,0.617,0.147,-0.128
27969,48053,1.49E+18,1325,52762,579,1,214.39806,54.87384,0.16002847,9.23E-06,9.080653,9.088146,9.124296,9.1488695,9.19562,178.48817,1.24E+18,214.3980164,54.87382438,3712,301,6,198,GALAXY,19.56705,18.47066,17.73981,17.33684,17.13828,19.31,18.306,17.694,17.256,17.131,20.101,19.649,19.379,18.461,18.057,17.616,17.324,0.0735277,1.09639,0.73085,0.40297,0.19856,-0.791,-1.795,-2.407,-2.845,-2.97,0.452,0.27,0.918,0.404,0.441,0.292,-0.339,-1.343,-1.955,-2.393,-2.518,-0.069,-1.073,-1.685,-2.123,-2.248,0.849,-0.155,-0.767,-1.205,-1.33,1.253,0.249,-0.438,-0.125,-0.926,1.694,0.69,0.078,-0.36,-0.485,1.986,0.982,0.37,-0.068,-0.193
16015,36050,1.64E+18,1456,53115,220,1,191.00664,42.13515,0.0740294,1.69E-05,8.81634,8.879001,8.958395,9.011048,9.094285,97.719574,1.24E+18,191.0066303,42.13515719,3893,301,3,205,GALAXY,20.20393,17.94227,17.05338,16.52355,16.13437,18.843,17.733,16.988,16.556,16.17,19.391,19.063,19.206,18.085,17.61,16.85,16.204,0.222316256,2.26166,0.88889,0.52983,0.38918,-0.548,-1.658,-2.403,-2.835,-3.221,0.328,-0.143,1.121,0.475,0.76,0.646,-0.22,-1.33,-2.075,-2.507,-2.893,-0.363,-1.473,-2.218,-2.65,-3.036,0.758,-0.352,-1.097,-1.529,-1.915,1.233,0.123,-0.432,-0.386,-1.44,1.993,0.883,0.138,-0.294,-0.68,2.639,1.529,0.784,0.352,-0.034
27587,47670,1.50E+18,1330,52822,136,1,228.56831,47.52212,0.24831222,7.18E-06,8.823474,8.849223,8.904748,8.927441,8.96993,155.10213,1.24E+18,228.5683107,47.52210981,3705,301,1,180,GALAXY,20.30872,19.5329,18.65293,18.19557,17.92928,20.094,19.615,18.742,18.274,17.97,21.089,20.688,20.753,19.938,19.416,18.814,18.061,0.027542856,0.77582,0.87997,0.45736,0.26629,-0.995,-1.474,-2.347,-2.815,-3.119,0.401,-0.065,0.815,0.522,0.602,0.753,-0.594,-1.073,-1.946,-2.414,-2.718,-0.659,-1.138,-2.011,-2.479,-2.783,0.156,-0.323,-1.196,-1.664,-1.968,0.678,0.199,-0.468,-0.304,-1.446,1.28,0.801,-0.072,-0.54,-0.844,2.033,1.554,0.681,0.213,-0.091
