datatime,"Hyperparameter setting(default-max_features=auto, bootstrap = True)",Number of features used,sigma_NMAD_E_Z_16_16_5,sigma_NMAD_E_Z_16_5_17,sigma_NMAD_E_Z_17_17_5,sigma_NMAD_E_Z_17_5_18,sigma_NMAD_E_Z_18_18_5,sigma_NMAD_E_Z_18_5_19,sigma_NMAD_E_Z_19_19_5,sigma_NMAD_E_Z_19_5_20,sigma_NMAD_E_Z_20_20_5,sigma_NMAD_E_Z_20_5_21,sigma_NMAD_E_OH_16_16_5,sigma_NMAD_E_OH_16_5_17,sigma_NMAD_E_OH_17_17_5,sigma_NMAD_E_OH_17_5_18,sigma_NMAD_E_OH_18_18_5,sigma_NMAD_E_OH_18_5_19,sigma_NMAD_E_OH_19_19_5,sigma_NMAD_E_OH_19_5_20,sigma_NMAD_E_OH_20_20_5,sigma_NMAD_E_OH_20_5_21,sigma_NMAD_E_M_f_16_16_5,sigma_NMAD_E_M_f_16_5_17,sigma_NMAD_E_M_f_17_17_5,sigma_NMAD_E_M_f_17_5_18,sigma_NMAD_E_M_f_18_18_5,sigma_NMAD_E_M_f_18_5_19,sigma_NMAD_E_M_f_19_19_5,sigma_NMAD_E_M_f_19_5_20,sigma_NMAD_E_M_f_20_20_5,sigma_NMAD_E_M_f_20_5_21,sigma_NMAD_E_SFR_f_16_16_5,sigma_NMAD_E_SFR_f_16_5_17,sigma_NMAD_E_SFR_f_17_17_5,sigma_NMAD_E_SFR_f_17_5_18,sigma_NMAD_E_SFR_f_18_18_5,sigma_NMAD_E_SFR_f_18_5_19,sigma_NMAD_E_SFR_f_19_19_5,sigma_NMAD_E_SFR_f_19_5_20,sigma_NMAD_E_SFR_f_20_20_5,sigma_NMAD_E_SFR_f_20_5_21,note
2023-10-17 23:12:02.406115,"ExtraTreesRegressor(max_depth=60, max_features=None, min_samples_leaf=2,
                    min_samples_split=3, n_estimators=750)","['fiberMag_u', 'fiberMag_g', 'fiberMag_r', 'fiberMag_i', 'fiberMag_z', 'fiberMag_u-g', 'fiberMag_g-r', 'fiberMag_i-z', 'fiberMag_r-i', 'yAperMag3', 'j_1AperMag3', 'hAperMag3', 'kAperMag3', 'y-j(Aper3)', 'j-h(Aper3)', 'h-k(Aper3)', 'm400', 'm425', 'm450', 'm475', 'm500', 'm525', 'm550', 'm575', 'm600', 'm625', 'm650', 'm675', 'm700', 'm725', 'm750', 'm775', 'm800', 'm825', 'm850', 'm875', 'm400-m425', 'm425-m450', 'm450-m475', 'm475-m500', 'm500-m525', 'm525-m550', 'm550-m575', 'm575-m600', 'm600-m625', 'm625-m650', 'm650-m675', 'm675-m700', 'm700-m725', 'm725-m750', 'm750-m775', 'm775-m800', 'm800-m825', 'm825-m850', 'm850-m875']",0.0045716634509376675,0.004197899173686831,0.0028147156157411635,0.002754376942457961,0.0028036881439930496,0.0031863615084443634,0.00395139422475529,0.00574866922523132,0.011082994771596745,0.023879410497282493,0.04668727611332674,0.10170565771999542,0.06848832838221852,0.07559810416445514,0.07712870832444675,0.07769415975557084,0.09098170417777268,0.10688267968044428,0.11534240871776401,0.09955507695556605,0.19031474314665892,0.11479351028090277,0.0805292575564609,0.06699912316043971,0.06204477443556609,0.06036768178309902,0.07291150028888506,0.09463389910888825,0.12078556232132456,0.19102438463023,0.5301510786971557,0.32061004548444416,0.21401862407771555,0.21248372512840774,0.185873622614987,0.18112519435692007,0.16939408317194848,0.19789186041556042,0.2482442372357954,0.2923749578369244,7DS+IR+ugriz+color
